Plot_Min_Witdh,Plot_Count,Build_Min_Depth,Build_Max_Depth,Build_Min_Heigth,Build_Max_Heigth,Building_Volume,Building_Area,Green_Area,Average_FAR,Average_Build_Heigth,Gross_area,Radiation_Min,Radiation_Total,Green_Comfort,Energy_Balance
23.0204325951,12,18.7550241702,82.09157221,31.2621251902,67.141723872,785246.77,17069.0528484054,4241.8806681769,38.6542052941,46.9483381229,785246.77,7.25,8044.25,0.2572,-3164963.00
23.0813828031,12,18.7289557368,81.442951063,30.9710776434,66.8148748972,847762.07,18421.933542934,2888.9999736483,43.3205581043,46.6416385387,847762.07,7,8844.75,0.1353,-3421409.65
23.1559097936,12,18.6928789774,80.9134322569,30.7228897526,66.2468705334,771176.26,17064.2343467912,4246.699169791,38.9935298656,46.2536299843,771176.26,7,8066.25,0.1747,-2953260.91
23.2385822717,12,18.6515603292,80.0008260476,30.3093576282,65.6893516549,705148.42,15770.4493162897,5540.4842002925,35.8689115427,45.777148246,705148.42,7,7582.25,0.2553,-2612629.07
23.3265460818,12,18.6044525468,79.2876299129,29.9795399675,64.9669194943,791705.11,17726.2968373381,3584.6366792442,40.4278615997,45.2756833297,791705.11,7,8423.75,0.2197,-2923697.72
23.4125043338,12,18.5566887843,78.2404462386,29.5114244449,64.3456129916,840634.07,19064.7830130293,2246.1505035529,42.4286301359,44.7405941947,840634.07,7,8976.75,0.0976,-2977996.49
23.4943951475,12,18.5080047367,77.1567002675,29.0321420699,63.7352859181,849218.17,19997.5100276747,1313.4234889076,41.78032815,44.2040203472,849218.17,6.75,9457.5,0.1222,-2626050.80
23.5727201383,12,18.4563386714,76.343287483,28.6716767706,63.0071070429,850409.77,18565.9671793873,2744.9663371949,39.7181351291,43.6447040226,850409.77,2,9089,0.1262,-3386522.61
23.6397654233,12,18.4074495456,75.2226290841,28.187711142,62.4388371128,816064.08,18342.4776702145,2968.4558463677,37.1094419775,43.1239748937,816064.08,3.75,8785.75,0.2963,-2977589.58
23.7008576462,12,18.3548392012,74.3776242615,27.824772641,61.7450303346,878678.85,19968.9430556309,1341.9904609514,40.3990310466,42.6167510381,878678.85,2.25,9324.5,0.2049,-3092209.92
23.7522118186,12,18.3019468959,73.5145118489,27.4591315452,61.0613842543,854663.07,19413.0125080698,1897.9210085125,39.0746839443,42.1124340246,854663.07,2.5,9411.5,0.1684,-3013204.32
23.7891481333,12,18.2517312309,72.3477935706,26.9707194918,60.5429437289,821094.35,18575.1880958271,2735.7454207552,36.9978081527,41.6109271265,821094.35,6.5,9050.5,0.1926,-2933452.49
23.8203750965,12,18.1969193024,71.4442926903,26.5971168449,59.8705360852,739889.66,17670.478298918,3640.4552176642,34.5389287222,41.107021311,739889.66,6.5,8540,0.2323,-2160094.05
23.8423806972,12,18.1405695931,70.516218027,26.2165786547,59.1952291956,731874.99,17827.1180466023,3483.81546998,35.3616419533,40.5979401046,731874.99,4.5,8566.75,0.1586,-1956492.00
23.8550429025,12,18.0833834858,69.5650893328,25.828979855,58.5146546668,819903.46,20025.6755159777,1285.2580006045,37.4895849844,40.0825801689,819903.46,3.5,9583,0.1464,-2163159.81
23.8588492475,12,18.0242551201,68.591069425,25.4348396281,57.8269743929,651384.61,15848.6854408346,5462.2480757476,31.7558663841,39.5604327178,651384.61,1.5,7566,0.2282,-1750461.47
23.8559424912,12,17.9640961691,67.5969141023,25.0354243529,57.1319862153,725339.74,18157.4263335518,3153.5071830305,34.1251531431,39.0321237288,725339.74,4.25,8739.25,0.1909,-1684280.19
23.8469035173,12,17.9034302251,66.5876126792,24.6312403768,56.431817174,702387.35,17967.9902374984,3342.9432790838,32.3470433021,38.4988663025,702387.35,6.5,8625.25,0.1802,-1432113.86
23.8322933475,12,17.8417463034,65.5685188528,24.2237770851,55.7278987982,747899.48,18976.462670165,2334.4708464173,34.2837071529,37.9621245944,747899.48,6.5,9236.5,0.2602,-1605471.75
23.8127280128,12,17.7795760582,64.5444075449,23.8158427444,55.0248854447,713828.72,19143.0657939627,2167.8677226195,33.7968721841,37.4255119157,713828.72,4.75,9265.75,0.1158,-997374.69
23.7902300555,12,17.7175107236,63.5220979602,23.4100720137,54.326135964,742324.68,19560.2957406526,1750.6377759297,33.8023233851,36.8919787317,742324.68,3,9439.25,0.2119,-1217132.69
23.7651297745,12,17.6556138876,62.5078171148,23.0089385909,53.6340217818,686970.27,17986.4953205591,3324.4381960231,31.2993915676,36.3639541412,686970.27,6.75,8832.25,0.2288,-1186900.83
23.7375613894,12,17.5941227304,61.509590075,22.6139176358,52.9562913424,699291.90,18965.1272002453,2345.8063163369,32.5414937723,35.845648964,699291.90,0.25,9172.5,0.1691,-867768.06
23.7089059762,12,17.5342573488,60.5342452475,22.2291968656,52.2959742168,687761.28,19094.7906628346,2216.1428537476,31.9528490189,35.3407458717,687761.28,0.25,9177.75,0.1696,-624600.52
23.6777570339,12,17.4760974811,59.5891790659,21.8578524367,51.6575772789,734195.07,18273.7137036215,3037.2198129607,34.3393356784,39.7865072357,734195.07,3.75,8832.25,0.1846,-1760166.82
23.6473204419,12,17.4203909489,58.6808744824,21.4984611942,51.0469927052,692968.05,17854.7193307812,3456.214185801,33.6909223146,39.2759884728,692968.05,3.75,8188.75,0.2282,-1347013.50
23.6174210651,12,17.3683412547,57.8159583303,21.1589184946,50.4691038381,775469.48,20189.9793985183,1120.954118064,37.5272512273,38.7930475982,775469.48,0,9477.5,0.0729,-1398664.68
23.5875952119,12,17.3179716812,57.0003103778,20.8377697548,49.9289685567,591538.42,15573.6327002174,5737.3008163648,30.8373452418,38.340148175,591538.42,3.75,6933.5,0.2407,-976578.81
23.5595454191,12,17.2709136901,56.2375240155,20.5375008146,49.4295491977,625911.31,16807.6363766222,4503.2971399601,30.7088993023,37.9200627221,625911.31,3.75,7857.75,0.2271,-863191.30
23.5303246998,12,17.2282687533,55.5338787179,20.2607358201,48.9728891736,703552.71,18924.8152358162,2386.1182807661,33.8265063393,37.5350659939,703552.71,4,8874.5,0.1359,-954455.78
23.5057018983,12,17.1891081726,54.8920917572,20.0064486257,48.5656579566,735171.83,19761.2359095629,1549.6976070193,35.356557117,37.1887618228,735171.83,3.75,9304.25,0.1921,-1004335.30
23.4786467176,12,17.1534694714,54.3148765672,19.7790526424,48.2095171037,736294.79,20284.1503344876,1026.7831820946,34.4265379335,36.8839079993,736294.79,3.75,9603,0.1517,-750086.47
23.4557299246,12,17.1211210699,53.7992588765,19.5770615242,47.9024228208,734514.94,20026.4662474521,1284.4672691301,34.9510311556,36.6186827953,734514.94,4,9616.25,0.1799,-856129.90
23.0678834429,12,18.414955987,79.2167685692,29.6407086836,61.2158129554,800634.08,18111.8904342179,3199.0430823643,37.4493020091,43.4100103349,800634.08,6.75,8858.5,0.2235,-2859976.00
23.0642001182,12,18.4530740427,79.5036700452,29.7835330138,61.740361904,880715.11,19677.4703043542,1633.463212228,41.0350294472,43.7192975016,880715.11,1.75,9265.75,0.1631,-3273909.39
23.056329916,12,18.4915902906,79.7825673013,29.9251663651,62.2776919893,771481.22,17214.0425303741,4096.8909862082,36.7182726513,44.0334866629,771481.22,5.25,8280.25,0.2520,-2880190.35
23.0436477019,12,18.5259244365,80.2509715232,30.1511395124,62.7277804129,852594.82,19948.2938756739,1362.6396409084,42.147230887,44.3933313031,852594.82,6.75,9415,0.1359,-2703584.45
23.0298929102,12,18.5592755932,80.5046780745,30.2866602517,63.2688776645,787951.35,17954.4074318042,3356.526084778,40.0455768509,44.7061661642,787951.35,7.25,8219.5,0.1962,-2748835.19
23.015180215,12,18.5915665731,80.7290847861,30.4119504909,63.799371225,870245.69,19842.6902851905,1468.2432313917,43.1023850146,45.0086073697,870245.69,7.25,9255.25,0.1009,-3027609.36
23.0009707023,12,18.6202291914,80.9101288989,30.5177641899,64.303259531,852284.25,19584.7689557367,1726.1645608455,42.149811423,45.2884554303,852284.25,6,9347,0.2295,-2887445.77
22.9901168038,12,18.6442199077,81.028678351,30.5958199372,64.7586198654,897840.33,20505.1531931275,805.7803234548,43.6838380511,45.5314650877,897840.33,3,9800,0.1050,-3106468.58
22.9845552212,12,18.6611097284,81.3064486421,30.7372217395,65.0421820501,781374.14,17514.076662662,3796.8568539203,40.5907185486,45.7350180319,781374.14,6.75,8193.5,0.1520,-2876122.66
22.9870546773,12,18.6733552121,81.2456411505,30.7302126606,65.3218295923,865591.41,19572.1997469565,1738.7337696258,43.5718538337,45.8533324505,865591.41,6.75,9149,0.1270,-3097451.65
22.9996488252,12,18.6771325119,81.0540405463,30.660592107,65.4775480167,792192.78,17679.4445865023,3631.4889300799,40.6062842758,45.8822279149,792192.78,7,8415.75,0.1614,-2955635.93
23.0246709967,12,18.6705742184,80.9814272863,30.6325921189,65.3866615589,797227.23,17667.3462305985,3643.5872859837,40.8045077055,45.8267345715,797227.23,7,8396,0.1648,-3038407.71
23.0625006521,12,18.6565326825,80.5023990279,30.4250460692,65.2554727495,923603.79,21054.6659803911,256.2675361911,45.0037572792,45.6525711675,923603.79,3,9926.25,0.2283,-3216341.16
23.1116973561,12,18.6338476011,79.8764049224,30.1485550811,64.9947032284,760445.88,17311.5087104884,3999.4248060938,38.6718014557,45.3829534525,760445.88,7.25,8305,0.2090,-2659833.88
23.1710576817,12,18.6020031588,79.4082834008,29.932992249,64.5061194042,772875.42,17383.3134909372,3927.620025645,40.1015869914,45.0480284877,772875.42,7.25,8204.75,0.1567,-2813860.29
23.2363610122,12,18.5663753627,78.5547810855,29.5530447541,64.0593293688,823869.00,18828.6725561114,2482.2609604708,41.3660889949,44.6388580817,823869.00,7.25,8904,0.1190,-2844886.15
23.304697963,12,18.5266430133,77.6188574092,29.1387221451,63.5679719396,807882.89,18890.4618180953,2420.4716984869,40.5314315468,44.1908565957,807882.89,7.25,8875.75,0.1521,-2568054.59
23.3751904254,12,18.4815544306,76.9190199896,28.8251449879,62.9164030032,828177.14,18508.8112220316,2802.1222945506,38.1369006412,43.6916933687,828177.14,3,8682.5,0.2163,-3076492.26
23.4417303734,12,18.4373138397,75.8817047238,28.3740336204,62.3979389292,885184.68,19693.4748592754,1617.4586573068,39.8806491555,43.2112107686,885184.68,1.25,9584.25,0.2727,-3334462.63
23.5064000217,12,18.3886954604,75.1061290004,28.037226435,61.73797247,882933.13,19719.2480839204,1591.6854326618,40.7759074583,42.7334799782,882933.13,0,9499.5,0.0684,-3285911.79
23.5620666548,12,18.3424695595,74.0112502275,27.5715762357,61.2380432955,830339.41,19210.2890488513,2100.644467731,37.8987635037,42.2528813706,830339.41,1.5,9073,0.2200,-2744976.16
23.6141829434,12,18.2919733213,73.1831330552,27.2224259778,60.5938816759,863145.00,19921.3528309616,1389.5806856206,38.990794601,41.7750822761,863145.00,2.25,9471.25,0.2084,-2878200.69
23.6585366749,12,18.2400616976,72.3294168373,26.8678443967,59.9542621082,776718.27,18543.0086507939,2767.9248657884,35.2589739758,41.2962010574,776718.27,6.5,9000.75,0.1632,-2270814.32
23.695140356,12,18.1868628829,71.4500364737,26.5066363466,59.3163335371,776099.35,18724.9489219047,2585.9845946776,36.3382771198,40.814320458,776099.35,6.5,9063.75,0.2068,-2167316.48
23.7238512057,12,18.1324502068,70.5436117684,26.1380832997,58.6764087636,838744.28,19862.8793150747,1448.0542015075,38.629084144,40.3274273692,838744.28,0,9621.25,0.0614,-2535193.36
23.744437819,12,18.0769422227,69.610190796,25.7622580771,58.0313364261,663806.85,16352.6543077089,4958.2792088734,30.6819741425,39.8341886074,663806.85,6.5,7912.75,0.3259,-1678924.01
23.7577732334,12,18.0196246893,68.6518963311,25.3790033555,57.3796913177,731631.25,18433.6347033783,2877.298813204,34.8868394656,39.3338939493,731631.25,2.25,8964,0.1810,-1637483.77
23.76423486,12,17.9604404596,67.6697594513,24.9880206415,56.7197465075,669780.84,16804.9824824517,4505.9510341306,31.9008374556,38.8256219873,669780.84,6.5,8178.75,0.2178,-1536237.08
23.7636805778,12,17.9005792055,66.6665623832,24.5915002446,56.0510484963,758648.20,19157.6361462283,2153.297370354,34.6596095302,38.3104101162,758648.20,6.5,9234.25,0.2421,-1675261.42
23.7574044369,12,17.8395453272,65.6468052678,24.1896927229,55.3749014221,721285.44,18288.2856339698,3022.6478826124,33.2298011202,37.7889683403,721285.44,2.5,8695.75,0.1841,-1555242.73
23.7472166439,12,17.7772795353,64.6160599826,23.7837851003,54.6926342749,758147.45,19608.1916211189,1702.7418954633,33.910206766,37.262545592,758147.45,6.75,9574.25,0.2593,-1434043.46
23.7310008108,12,17.7147590072,63.5792182625,23.377296081,54.0085086516,700452.71,18822.5396004168,2488.3939161655,33.1669359058,36.734984537,700452.71,4.5,8994.75,0.1507,-960045.47
23.7130998477,12,17.6521460938,62.5437917257,22.9719318431,53.3248945927,772301.77,20322.3441482727,988.5893683096,34.49536983,36.2082808513,772301.77,6.75,9920,0.2274,-1281086.79
23.6909917462,12,17.5900617021,61.5150714611,22.5706139889,52.6474000043,704293.34,18543.6492665166,2767.2842500656,32.696328544,35.6865275828,704293.34,0,8910,0.1042,-1162762.22
23.6678903747,12,17.5279385366,60.5023711385,22.1750234266,51.9785658661,728204.81,19776.464360244,1534.4691563383,33.0793830109,35.1717807008,728204.81,3.5,9636,0.0967,-889340.88
23.6423541691,12,17.4683842571,59.5108501791,21.7898341751,51.3255656424,706560.23,18248.0012154696,3062.9323011126,34.7835159463,39.5596604576,706560.23,3.75,8389.25,0.2356,-1351216.17
23.6152431496,12,17.4099603037,58.5504717543,21.4157786044,50.6923304413,704288.82,18180.6256431499,3130.3078734323,35.3570429792,39.0296725033,704288.82,3.75,8402,0.1498,-1350953.67
23.5872773235,12,17.3534524882,57.6279324086,21.0561242506,50.0863842316,746487.80,19341.036001605,1969.8975149772,35.8714040146,38.5218395443,746487.80,4,9104.5,0.1383,-1395056.94
23.5606806641,12,17.2992336209,56.7503557709,20.7128312046,49.5129980342,684190.24,18104.5111636179,3206.4223529643,33.4197878499,38.0401136535,684190.24,3.75,8685,0.2262,-1082881.41
23.5328918756,12,17.2504289845,55.9234893039,20.3920705388,48.9747910608,689344.42,18600.7239982749,2710.2095183073,33.2780219587,37.5885289682,689344.42,0,8726.75,0.2092,-903674.68
23.5074640186,12,17.2026764149,55.1558872251,20.0914264877,48.4812199922,668405.28,18136.0057689101,3174.9277476722,33.6268298456,37.1718126407,668405.28,4,8432.25,0.1359,-824814.61
23.482523668,12,17.1603578386,54.4493510827,19.8174885524,48.0326216519,598337.91,16161.9163377015,5149.0171788807,30.5585827498,36.792792322,598337.91,3.5,7624,0.2076,-775652.57
23.4572666208,12,17.1204406257,53.8112760021,19.5675659916,47.6370916224,719321.70,19796.4669325213,1514.466584061,34.9772088981,36.4552667362,719321.70,0,9346.5,0.0665,-742801.54
23.4336239183,12,17.0880055656,53.2431535222,19.3457660476,47.2916064921,686864.41,19321.6207124103,1989.3128041719,33.5671936149,36.1590530511,686864.41,2,8838.75,0.1538,-493241.82
23.4142460904,12,17.0577894327,52.7438077521,19.150271621,47.0025335216,654167.69,18323.103390868,2987.8301257142,31.0735708872,35.9072581916,654167.69,4,8659.25,0.1464,-510563.20
23.0583706266,12,18.372605724,78.5568700854,29.2794991686,60.4239855322,857571.29,19630.1026204697,1680.8308961126,39.696560381,42.8610165509,857571.29,6.5,9613,0.1865,-2945034.80
23.0559785273,12,18.4082056637,78.7840721298,29.3924293969,60.8776834948,819678.56,17959.3361641318,3351.5973524505,37.6457904495,43.1225490986,819678.56,5.25,8739,0.1495,-3231290.13
23.0480229738,12,18.4440403134,78.9949115631,29.4981420898,61.3303776304,806467.06,18539.3824900046,2771.5510265776,38.1125287602,43.3795737906,806467.06,4.5,8940.25,0.1470,-2728634.12
23.041079298,12,18.4719599752,79.408018194,29.6905865838,61.6784804521,786429.77,17296.8824377415,4014.0510788408,38.0521507197,43.6398979169,786429.77,0.5,8407.75,0.1444,-3065216.14
23.0321461158,12,18.5019417094,79.57932209,29.783102091,62.1208417297,840255.91,19607.0947841412,1703.838732441,42.0563892728,43.9208485645,840255.91,7,9374,0.0725,-2692272.06
23.0228237643,12,18.5273629108,79.7152179469,29.8616654143,62.5449207529,745957.03,17017.082109206,4293.8514073762,37.4783288165,44.1504680044,745957.03,7.25,8143,0.1647,-2592144.63
23.0155542223,12,18.5498931906,79.8022317263,29.918966801,62.9393834294,791504.75,18208.7333080079,3102.2002085743,39.8049782558,44.3551730405,791504.75,7.25,8794,0.1860,-2670542.65
23.0102220041,12,18.5686308463,79.8257797279,29.9473438032,63.2861288456,869828.88,20296.9985340788,1013.9349825034,42.5840035673,44.5227376288,869828.88,7.25,9702.75,0.2979,-2785975.96
23.0093650018,12,18.5808019458,80.0289514338,30.0479602749,63.454502268,743485.39,16945.4517946762,4365.4817219061,37.9614437436,44.652976783,743485.39,7.25,8107.25,0.2002,-2591027.79
23.0151489666,12,18.5884508905,79.8864722594,29.9996372723,63.6518514006,820619.72,19004.1099518071,2306.8235647752,40.6496828951,44.7120592577,820619.72,7.25,9235.5,0.1541,-2703449.40
23.0289366682,12,18.5894850771,79.6329688082,29.8988412111,63.7520053731,845422.40,19779.4090602403,1531.524456342,42.083517098,44.6991166044,845422.40,4,9461.5,0.1089,-2680974.34
23.0515684297,12,18.5831904754,79.2577559263,29.7416454934,63.7456679418,849093.34,19872.3077871327,1438.6257294495,41.1917066831,44.607874668,849093.34,7.25,9527,0.2318,-2689425.64
23.083306526,12,18.5674909179,79.0464239847,29.6465040642,63.5041467664,787825.35,17880.4407386758,3430.4927779064,39.5814797606,44.4487374319,787825.35,7.5,8462,0.1255,-2784119.52
23.1231671974,12,18.5469236548,78.4343935719,29.379379478,63.2890749355,737436.84,17418.7210597694,3892.2124568128,37.4710825927,44.204369806,737436.84,7.25,8046,0.2284,-2252355.00
23.1701892219,12,18.520654153,77.7135500474,29.0634319531,62.9925906283,813890.21,19003.6336487219,2307.2998678603,40.2916807116,43.8969314113,813890.21,6.75,9070.75,0.1404,-2601186.32
23.223314471,12,18.4866241885,77.197685289,28.8315327007,62.4920335575,775140.19,18189.0203259905,3121.9131905918,37.5997042087,43.5102360881,775140.19,4.5,8710.75,0.1378,-2429841.86
23.2781233125,12,18.4515263914,76.3100949829,28.4453227526,62.089690332,851635.86,19540.7525397517,1770.1809768306,39.8330441974,43.116990725,851635.86,0,9408.25,0.1269,-2899553.88
23.3354118236,12,18.4099949238,75.6587025395,28.1593788389,61.5136044884,666151.08,15702.2256790918,5608.7078374905,32.8940309157,42.7045214412,666151.08,6.5,7611.75,0.2604,-2052826.21
23.3896710703,12,18.3696376677,74.6612504584,27.7334560821,61.0773425858,786931.55,18335.8701008269,2975.0634157553,37.6309586947,42.2740899798,786931.55,4.25,8871.25,0.1460,-2534254.94
23.4432301226,12,18.3239362865,73.9180639229,27.4175719956,60.4825462411,687964.35,16664.1546116976,4646.7789048847,33.8065067885,41.8365775691,687964.35,6.5,8090,0.2726,-1887702.25
23.4927366806,12,18.2763050868,73.1376928901,27.090710827,59.8861544798,866982.45,20467.6341345565,843.2993820258,39.8590984555,41.392179242,866982.45,2.5,9723.25,0.1002,-2654678.46
23.537465685,12,18.2273261039,72.3224141851,26.7547347565,59.2900699868,720029.91,17176.2793762637,4134.6541403185,33.3211008124,40.942774842,720029.91,6.5,8362.25,0.2197,-2111816.77
23.5768356322,12,18.1765091139,71.4747550972,26.4099990567,58.6939167506,835902.95,19615.1490591373,1695.7844574449,38.0170629597,40.4884007427,835902.95,6.5,9733.25,0.1788,-2620776.73
23.6096363766,12,18.1244519006,70.5952324167,26.0560170971,58.0950878511,802457.23,19629.1522943476,1681.7812222346,37.0635607899,40.0276456955,802457.23,6.5,9507.25,0.1914,-2102497.45
23.6361432481,12,18.0702585759,69.6841941763,25.6934186436,57.4917255909,820841.67,20030.090540041,1280.8429765412,37.1285185254,39.560054731,820841.67,2.25,9427.25,0.1341,-2174641.06
23.6559682179,12,18.0150059099,68.7438795476,25.3221072166,56.880586681,700357.05,17518.4177727006,3792.5157438816,33.0921863114,39.0841591061,700357.05,3.25,8407.5,0.1948,-1634572.23
23.6698142695,12,17.9576412839,67.7751623679,24.9414435051,56.259390291,773937.87,19224.6525432366,2086.2809733456,35.0033258283,38.5986036742,773937.87,1.75,9224.5,2.6136,-1874610.12
23.6767805901,12,17.8989979397,66.7804508553,24.5535996579,55.6279800477,664657.05,17154.0036824236,4156.9298341587,31.1380836549,38.1045451602,664657.05,4.5,8244,0.2491,-1277274.49
23.6786994886,12,17.8387328106,65.7633460951,24.1584939102,54.9846817722,694608.81,18091.3155837662,3219.617932816,32.9093277648,37.6012073777,694608.81,6.5,8659.5,0.1896,-1248842.00
23.6756527858,12,17.7764459733,64.7286538734,23.7575110537,54.3321917593,772864.02,19776.9086481214,1534.0248684609,35.3443162246,37.09054704,772864.02,0,9587.25,0.0837,-1573020.56
23.6682831265,12,17.7146589558,63.6810767589,23.3518104342,53.6700373292,738224.46,19711.0503467278,1599.8831698545,33.916670448,36.5730117977,738224.46,6.75,9637.25,0.1621,-1076251.50
23.656373683,12,17.6507120447,62.6253568364,22.9445233862,53.0018130048,600132.69,16525.8507534347,4785.0827631475,29.8193586195,36.0519349728,600132.69,3.5,7968,0.1913,-614528.97
23.6402926172,12,17.5881628514,61.5694538126,22.5376935602,52.3303281053,702212.61,18950.9942749734,2359.9392416089,32.8385101018,35.5296941093,702212.61,0.5,9233.25,0.1753,-919464.57
23.6217927926,12,17.5244761801,60.5200839969,22.1335265205,51.6611842056,667430.47,18976.0513279532,2334.882188629,31.0909225788,35.0099757073,667430.47,6.5,9237.75,0.1537,-374034.99
23.6018173999,12,17.4616193305,59.4843080315,21.7350950302,50.9979499169,702905.16,17806.2604299636,3504.6730866186,34.2694277195,39.3407483198,702905.16,3.75,8333.5,0.1882,-1523604.59
23.5794811351,12,17.4000170879,58.4710850442,21.3445533059,50.347691037,772045.29,20122.6133973486,1188.3201192337,37.4169083264,38.7939508162,772045.29,0,9317.75,0.0714,-1380037.21
23.5551615435,12,17.340717634,57.4886554924,20.9666576922,49.7161529505,599692.41,15653.0109526493,5657.9225639329,30.7984515201,38.2634541848,599692.41,3.75,7364.5,0.2639,-1060889.12
23.5298161795,12,17.283912387,56.5440134087,20.6020533675,49.1077705096,637472.09,17126.0500754359,4184.8834411464,31.4746895311,37.7521836169,637472.09,4.5,8134.25,0.2247,-875605.64
23.5046548907,12,17.2290257895,55.6465202126,20.2571094883,48.5315780974,673404.89,18300.9754666867,3009.9580498956,33.1534268823,37.2681117711,673404.89,0,8539.5,0.1017,-815794.32
23.4800103768,12,17.1778432837,54.8053517016,19.9319169988,47.9943217729,724173.05,19825.4254389623,1485.5080776199,35.0927524716,36.8153335635,724173.05,2.25,9346.25,0.1577,-802759.45
23.4566307398,12,17.1306183768,54.0262025472,19.6306298348,47.4992936781,570701.35,16035.502831244,5275.4306853382,29.2413597076,36.3974844417,570701.35,4.5,7327.75,0.2481,-418905.33
23.4325940564,12,17.0877461334,53.3137986231,19.3551623769,47.0566226806,713949.30,19980.4419002841,1330.4916162982,34.6603009412,36.0214209361,713949.30,3.25,9326.5,0.1309,-564808.92
23.4105122585,12,17.0496634448,52.6776723784,19.107371281,46.6658041811,718883.33,20319.4454155562,991.4881010261,34.5639412385,35.6875790811,718883.33,3.25,9552.75,0.1071,-465569.50
23.3899115539,12,17.0149749753,52.1155724889,18.8906081606,46.3338461808,613324.00,17368.8450014184,3942.0885151638,30.6666734039,35.4015103127,613324.00,3.5,8041.75,0.2003,-379480.75
23.3696030751,12,16.9862060991,51.6312134944,18.7013577126,46.0621460095,644323.08,18650.0702367884,2660.8632797939,31.3359073782,35.1626549562,644323.08,0,8718,0.1545,-189593.59
23.0425073386,12,18.3320974004,77.8827420608,28.9125857126,59.6383428337,853128.99,19471.8805852582,1839.052931324,37.7911464517,42.3115032466,853128.99,4.5,9480.75,0.2479,-2958207.10
23.0429292019,12,18.3659680803,78.0565047168,28.9942145771,60.0179396693,868548.24,19919.0282607098,1391.9052558725,39.4913886483,42.5230702688,868548.24,6.5,9625.25,0.2349,-2962025.75
23.0391633265,12,18.3958703714,78.2058748812,29.0681532896,60.3952752525,862154.74,19195.8561034778,2115.0774131044,39.7156503152,42.7293145786,862154.74,0,9218,0.1071,-3240528.20
23.0359392725,12,18.4208837591,78.5671216193,29.2290304327,60.6462650754,784229.61,18073.7668847512,3237.1666318311,36.3842848234,42.9294881453,784229.61,6.5,8875.25,24.3700,-2628819.25
23.0301749955,12,18.4453568338,78.670738461,29.2844103243,60.9996070395,823064.41,18480.6062775658,2830.3272390165,36.63949274,43.1148036223,823064.41,6.5,9013.75,0.2732,-3013083.71
23.0244984691,12,18.4675241312,78.7310937355,29.3220814943,61.3313741833,696161.43,15985.0421794979,5325.8913370844,35.0787583069,43.2807244456,696161.43,4.25,7748,0.2073,-2365214.13
23.0211586433,12,18.4847575935,78.7406484661,29.3377506901,61.631749199,913860.30,20515.9680853265,794.9654312557,41.9286083895,43.4205484275,913860.30,0.75,9865.25,0.1454,-3347192.14
23.018976034,12,18.4998596031,78.6888680202,29.3267119331,61.8877085905,759674.66,17125.9297829579,4185.0037336244,34.9101495798,43.5259424783,759674.66,6.5,8350.5,0.2809,-2745328.00
23.0208446997,12,18.5069323137,78.835202885,29.3948230575,61.9583092068,844436.62,20094.6204358512,1216.313080731,41.1163073824,43.6312637184,844436.62,7.25,9763,0.2636,-2502268.77
23.0279855543,12,18.5113340732,78.6322331913,29.3141930833,62.0888884343,892396.81,21282.7816698871,28.1518466951,43.5774800893,43.6429723609,892396.81,3.5,10180.25,0.1541,-2620725.98
23.0412578767,12,18.5096383904,78.3322913257,29.1899568616,62.143134977,836038.75,20041.9531815974,1268.9803349848,41.3107422418,43.5967670746,836038.75,6.25,9408.25,0.2148,-2401051.47
23.0608604407,12,18.5025986986,77.9305564261,29.0185877968,62.1160449606,834629.88,19537.3455424227,1773.5879741595,41.6362112018,43.488475412,834629.88,7.25,9310.75,0.0841,-2641220.07
23.0875248699,12,18.4871718608,77.7193283674,28.9226580354,61.865703539,878466.49,19516.299372524,1794.6341440583,39.951962391,43.2884928066,878466.49,1,9440.5,0.1969,-3323800.41
23.120335709,12,18.46816728,77.1172802517,28.6621183024,61.6812702978,903622.64,20101.789221175,1209.1442954073,40.445006602,43.0611416653,903622.64,0.25,9633.25,0.2709,-3404312.47
23.1581194815,12,18.4443630987,76.4217736393,28.360962448,61.4348176652,832037.63,18648.3470778611,2662.5864387211,37.8486778369,42.7838408442,832037.63,6.5,9121.25,0.4147,-3062296.87
23.2009946796,12,18.4131462884,75.9418727118,28.1488780946,60.9860157192,780030.21,18124.5457674056,3186.3877491767,36.4434764297,42.4685284567,780030.21,6.5,8706.5,0.2915,-2538235.47
23.2453270847,12,18.3814992022,75.0918115555,27.7853719624,60.6557215148,720816.06,17056.596342409,4254.3371741733,33.4366728589,42.1195054137,720816.06,6.5,8093.25,0.3033,-2186100.46
23.2922964238,12,18.3431940013,74.477032743,27.5215772415,60.1434004635,879053.10,20002.1660142341,1308.7675023481,39.741508785,41.7473330931,879053.10,0,9731.75,0.1011,-3081107.14
23.3387784859,12,18.302034414,73.8067958823,27.2388963279,59.615095103,815800.05,19187.4262589874,2123.5072575948,37.7923998325,41.3575400359,815800.05,0,9251,0.1756,-2534978.23
23.3840469138,12,18.2583045715,73.0872870129,26.9405232255,59.077250168,776030.25,18674.4610467333,2636.472469849,36.2639809637,40.9547378279,776030.25,6.5,8954.25,0.2495,-2191959.39
23.4265213304,12,18.2128107494,72.3231310661,26.6283714691,58.5350800615,778357.10,18796.9183394564,2514.0151771258,35.4822948678,40.5422794495,778357.10,4.25,9140,0.1832,-2165197.53
